genus_species,Family,Order,TaxonGroup,woody_non-woody,Growth_form,Decid_or_Ever,Compound_Simple,Leaf size_cm2,Whole_leaf_size_cm2,Country,Latitude,Longitude,Elevation (m),MAT,Tgs,TCM,TCMgs,TWM,MAP,PPTgs,cvPPT,MIann,MIgs,ETq,ETqgs,RADann,RADgs,RHann,RHgs
Dampiera stricta,Goodeniaceae,Asterales,angio,woody,Shrub,E,S,0.43,0.43,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Eucalyptus haemastoma,Myrtaceae,Myrtales,angio,woody,Tree,E,S,28.64,28.64,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Gompholobium grandiflorum,Fabaceae,Fabales,angio,woody,Shrub,E,C,0.16,,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Goodenia bellidifolia,Goodeniaceae,Asterales,angio,non-woody,Herb,,S,2.41,2.41,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Hibbertia empetrifolia,Dilleniaceae,Dilleniales,angio,woody,Shrub,E,S,0.18,0.18,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Isopogon anemonifolius,Proteaceae,Proteales,angio,woody,Shrub,E,S,8.25,8.25,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Lambertia formosa,Proteaceae,Proteales,angio,woody,Shrub,E,S,0.75,0.75,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Leptospermum trinervium,Myrtaceae,Myrtales,angio,woody,Shrub,E,S,0.23,0.23,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Lomandra obliqua,Asparagaceae,Asparagales,angio,non-woody,Herb,,S,0.06,0.06,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Lomandra sp,Asparagaceae,Asparagales,angio,non-woody,Herb,,S,0.88,0.88,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Lomatia silaifolia,Proteaceae,Proteales,angio,woody,Shrub,E,C,2.64,,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Olax stricta,Olacaceae,Santalales,angio,woody,Shrub,E,S,0.21,0.21,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Patersonia sericea longifolia,Iridaceae,Asparagales,angio,non-woody,Herb,,S,7.14,7.14,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Persoonia isophylla,Proteaceae,Proteales,angio,woody,Shrub,E,S,0.14,0.14,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Persoonia levis,Proteaceae,Proteales,angio,woody,Shrub,E,S,25.17,25.17,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Petrophile pulchella,Proteaceae,Proteales,angio,woody,Shrub,E,S,0.59,0.59,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Phyllota phylicoides,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.08,0.08,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Platysace linearifolia,Apiaceae,Apiales,angio,woody,Shrub,E,S,0.07,0.07,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Scaevola ramosissima,Goodeniaceae,Asterales,angio,non-woody,Herb,,S,0.28,0.28,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Thelymitra ixioides,Orchidaceae,Asparagales,angio,non-woody,Herb,,S,5.79,5.79,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Xanthorrhoea sp,Xanthorrhoeaceae,Asparagales,angio,woody,Shrub,E,S,19.94,19.94,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Xylomelum pyriforme,Proteaceae,Proteales,angio,woody,Tree,E,S,47.17,47.17,Australia,-33.264,151.292,290,15.8,15.84,9.62,9.62,21.02,1251,1237,85.08,0.91,0.9,1370.22,1370.23,200.07,200.07,61.86,61.86
Acacia aneura,Fabaceae,Fabales,angio,woody,Tree,E,S,1.58,1.58,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Aristida sp,Poaceae,Poales,angio,non-woody,Grass,,S,0.54,0.54,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Atriplex stipitata,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.24,0.24,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Dodonaea sp,Sapindaceae,Sapindales,angio,woody,Shrub,E,S,0.19,0.19,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Maireana pentatropis,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.15,0.15,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Maireana pyramidata,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.04,0.04,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Pimelea microcephala,Thymelaeaceae,Malvales,angio,woody,Shrub,E,S,0.15,0.15,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Salsola kali,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.17,0.17,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Sclerolaena brachyptera,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.04,0.04,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Sclerolaena divaricata,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.1,0.1,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Solanum esuriale,Solanaceae,Solanales,angio,woody,Shrub,E,S,1.66,1.66,Australia,-31.355,143.467,100,19.4,19.37,10.76,10.76,27.46,230,315,117.66,0.13,0.18,1733.22,1733.22,242.12,242.12,43.65,43.65
Acacia decora,Fabaceae,Fabales,angio,woody,Shrub,E,S,1.44,1.44,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Acacia doratoxylon,Fabaceae,Fabales,angio,woody,Tree,E,S,4.56,4.56,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Amyema miquelii,Loranthaceae,Santalales,angio,woody,Shrub,E,S,4.95,4.95,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Atriplex stipitata,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.22,0.22,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Boerhavia dominii,Nyctaginaceae,Caryophyllales,angio,non-woody,Herb,,S,0.46,0.46,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Brunonia australis,Goodeniaceae,Asterales,angio,non-woody,Herb,,S,4.1,4.1,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Callitris columellaris,Cupressaceae,Cupressales,gymno,woody,Tree,E,S,0.25,0.25,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Calotis hispidula,Asteraceae,Asterales,angio,non-woody,Herb,,S,0.26,0.26,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Chenopodium desertorum,Amaranthaceae,Caryophyllales,angio,non-woody,Herb,,S,0.2,0.2,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Chloris virgata,Poaceae,Poales,angio,non-woody,Grass,,S,0.73,0.73,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Danthonia caespitosa,Poaceae,Poales,angio,non-woody,Grass,,S,2.57,2.57,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Dianella sp,Xanthorrhoeaceae,Asparagales,angio,non-woody,Herb,,S,5.22,5.22,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Einadia nutans,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.17,0.17,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Eragrostis sp,Poaceae,Poales,angio,non-woody,Grass,,S,0.16,0.16,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Eremophila glabra,Scrophulariaceae,Lamiales,angio,woody,Shrub,E,S,0.77,0.77,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Eucalyptus dwyeri,Myrtaceae,Myrtales,angio,woody,Tree,E,S,15.47,15.47,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Eucalyptus intertexta,Myrtaceae,Myrtales,angio,woody,Tree,E,S,12.57,12.57,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Eucalyptus viridis,Myrtaceae,Myrtales,angio,woody,Tree,E,S,6.61,6.61,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Geijera parviflora,Rutaceae,Sapindales,angio,woody,Tree,E,S,5.21,5.21,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Goodenia sp,Goodeniaceae,Asterales,angio,non-woody,Herb,,S,0.85,0.85,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Jasminum lineare,Oleaceae,Lamiales,angio,woody,Liana,E,S,0.93,0.93,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Maytenus cunninghamii,Celastraceae,Celastrales,angio,woody,Shrub,E,S,0.89,0.89,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Medicago sp,Fabaceae,Fabales,angio,non-woody,Herb,,C,0.17,,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Myoporum montanum,Scrophulariaceae,Lamiales,angio,woody,Shrub,E,S,5.33,5.33,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Olearia ramulosa,Asteraceae,Asterales,angio,woody,Shrub,E,S,0.07,0.07,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Oxalis corniculata,Oxalidaceae,Oxalidales,angio,non-woody,Herb,,C,0.12,,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Paspalidium constrictum,Poaceae,Poales,angio,non-woody,Grass,,S,0.42,0.42,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Prostanthera striatiflora,Lamiaceae,Lamiales,angio,woody,Shrub,E,S,0.25,0.25,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Sclerolaena diacantha,Amaranthaceae,Caryophyllales,angio,woody,Shrub,E,S,0.06,0.06,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Senna artemisioides artemisioides,Fabaceae,Fabales,angio,woody,Shrub,E,C,0.13,,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Sida corrugata,Malvaceae,Malvales,angio,non-woody,Herb,,S,1.23,1.23,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Vittadinia cuneata,Asteraceae,Asterales,angio,non-woody,Herb,,S,0.09,0.09,Australia,-32.948,146.28,200,17.5,17.53,9.3,9.3,25.6,381,522,90.88,0.25,0.34,1551.29,1551.29,224.64,224.64,49.62,49.62
Allocasuarina littoralis,Casuarinaceae,Fagales,angio,woody,Tree,E,S,1.11,1.11,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Banksia aemula,Proteaceae,Proteales,angio,woody,Tree,E,S,12.75,12.75,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Caustis recurvata,Cyperaceae,Poales,angio,non-woody,Grass,,S,0.15,0.15,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Dillwynia retorta,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.03,0.03,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Hibbertia fasciculata,Dilleniaceae,Dilleniales,angio,woody,Shrub,E,S,0.03,0.03,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Leptospermum obovatum,Myrtaceae,Myrtales,angio,woody,Tree,E,S,0.13,0.13,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Leptospermum trinervium,Myrtaceae,Myrtales,angio,woody,Shrub,E,S,0.23,0.23,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Leucopogon esquamatus,Ericaceae,Ericales,angio,woody,Shrub,E,S,0.16,0.16,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Monotoca elliptica,Ericaceae,Ericales,angio,woody,Shrub,D,S,0.2,0.2,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Monotoca scoparia,Ericaceae,Ericales,angio,woody,Shrub,D,S,0.1,0.1,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Persoonia linearis,Proteaceae,Proteales,angio,woody,Shrub,E,S,0.35,0.35,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Phyllota phylicoides,Fabaceae,Fabales,angio,woody,Shrub,E,S,0.04,0.04,Australia,-30.837,152.988,10,18.5,18.49,13.07,13.07,22.97,1327,1532,88.7,0.9,1.04,1471.67,1471.67,209.65,209.65,64.83,64.83
Adiantum formosum,Pteridaceae,Polypodiales,Ferns,non-woody,Fern,,C,0.6,2.52,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Alphitonia excelsa,Rhamnaceae,Rosales,angio,woody,Tree,E,S,17.59,17.59,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Archontophoenix cunninghamiana,Arecaceae,Arecales,angio,woody,Palm,E,C,67.53,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Blechnum patersonii,Blechnaceae,Polypodiales,Ferns,non-woody,Fern,,C,37.16,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Canthium coprosmoides,Rubiaceae,Gentianales,angio,woody,Shrub,E,S,13.54,13.54,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Ceratopetalum apetalum,Cunoniaceae,Oxalidales,angio,woody,Tree,E,S,25.75,25.75,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Cissus antarctica,Vitaceae,Vitales,angio,woody,Liana,E,S,65.05,65.05,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Cissus hypoglauca,Vitaceae,Vitales,angio,woody,Liana,E,C,12.59,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Citriobatus pauciflorus,Pittosporaceae,Apiales,angio,woody,Shrub,E,S,0.4,0.4,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Croton verreauxii,Euphorbiaceae,Malpighiales,angio,woody,Shrub,E,S,12.63,12.63,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Cryptocarya microneura,Lauraceae,Laurales,angio,woody,Shrub,E,S,24.68,24.68,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Cyathea australis,Cyatheaceae,Cyatheales,Ferns,non-woody,Fern,,C,7.18,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Diospyros australis,Ebenaceae,Ericales,angio,woody,Shrub,E,S,22.31,22.31,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Doryphora sassafras,Atherospermataceae,Laurales,angio,woody,Tree,E,S,21.53,21.53,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Eucalyptus saligna,Myrtaceae,Myrtales,angio,woody,Tree,E,S,36.49,36.49,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Flagellaria indica,Flagellariaceae,Poales,angio,non-woody,Vine,,S,14.38,14.38,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Gymnostachys anceps,Araceae,Alismatales,angio,non-woody,Herb,,S,155.87,155.87,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Lastreopsis decomposita,Dryopteridaceae,Polypodiales,Ferns,non-woody,Fern,,C,1.29,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Livistona australis,Arecaceae,Arecales,angio,woody,Palm,E,C,85.75,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Marsdenia rostrata,Apocynaceae,Gentianales,angio,woody,Liana,E,S,25.55,25.55,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Morinda jasminoides,Rubiaceae,Gentianales,angio,woody,Liana,E,S,9.86,9.86,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Neolitsea dealbata,Lauraceae,Laurales,angio,woody,Shrub,E,S,38.41,38.41,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Palmeria scandens,Monimiaceae,Laurales,angio,woody,Liana,E,S,39.24,39.24,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Piper novae-hollandiae,Piperaceae,Piperales,angio,woody,Liana,E,S,22.91,22.91,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Polyosma cunninghamii,Escalloniaceae,Escalloniales,angio,woody,Shrub,E,S,25.62,25.62,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Psychotria loniceroides,Rubiaceae,Gentianales,angio,woody,Shrub,E,S,40.06,40.06,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Ripogonum fawcettianum,Rhipogonaceae,Liliales,angio,woody,Liana,E,S,10.78,10.78,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Rubus moorei,Rosaceae,Rosales,angio,non-woody,Herb,,C,17.24,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Sloanea australis,Elaeocarpaceae,Oxalidales,angio,woody,Tree,E,S,31.9,31.9,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Smilax glyciphylla,Smilacaceae,Liliales,angio,non-woody,Vine,,S,24.06,24.06,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Syncarpia glomulifera,Myrtaceae,Myrtales,angio,woody,Tree,E,S,24.5,24.5,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Synoum glandulosum,Meliaceae,Sapindales,angio,woody,Shrub,E,C,25.1,,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Tasmannia insipida,Winteraceae,Canellales,angio,woody,Shrub,E,S,27.83,27.83,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
Trochocarpa laurina,Ericaceae,Ericales,angio,woody,Tree,E,S,14.1,14.1,Australia,-33.373,151.333,120,17,16.95,10.88,10.88,22.08,1196,1527,85.92,0.88,1.13,1353.29,1353.29,199.71,199.71,61.97,61.97
